ts_event,open,high,low,close,volume
2022-03-17 22:00:00+00:00,160.0,160.1,159.61,159.61,3918
2022-03-17 23:00:00+00:00,159.8,159.99,159.72,159.8,2696
2022-03-18 08:00:00+00:00,159.77,160.1,159.5,159.61,16884
2022-03-18 09:00:00+00:00,159.63,159.94,159.36,159.71,7722
2022-03-18 10:00:00+00:00,159.75,159.99,159.35,159.55,7833
2022-03-18 11:00:00+00:00,159.55,159.72,159.33,159.49,22442
2022-03-18 12:00:00+00:00,159.49,159.88,159.02,159.52,38116
2022-03-18 13:00:00+00:00,159.52,161.05,159.41,160.97,14642251
2022-03-18 14:00:00+00:00,160.99,161.92,160.825,161.24,1903981
2022-03-18 15:00:00+00:00,161.24,162.505,161.16,162.34,1725115
2022-03-18 16:00:00+00:00,162.35,162.9,162.095,162.6,1181356
2022-03-18 17:00:00+00:00,162.6,162.73,162.25,162.455,1019655
2022-03-18 18:00:00+00:00,162.46,163.55,162.42,163.43,1308668
2022-03-18 19:00:00+00:00,163.43,164.48,163.32,163.96,4092801
2022-03-18 20:00:00+00:00,163.93,164.51,163.9,164.34,23852338
2022-03-18 21:00:00+00:00,164.34,164.38,164.11,164.16,7270
2022-03-18 22:00:00+00:00,164.16,164.21,164.09,164.11,6214
2022-03-18 23:00:00+00:00,164.09,164.34,164.03,164.34,3950
2022-03-21 08:00:00+00:00,163.32,163.77,163.0,163.08,14498
2022-03-21 09:00:00+00:00,163.02,163.54,163.0,163.49,5721
2022-03-21 10:00:00+00:00,163.5,163.66,163.42,163.66,8005
2022-03-21 11:00:00+00:00,163.66,164.33,163.58,164.07,43623
2022-03-21 12:00:00+00:00,164.05,164.15,163.45,163.6,54651
2022-03-21 13:00:00+00:00,163.63,165.59,163.42,164.02,2583044
2022-03-21 14:00:00+00:00,164.04,165.0,163.02,164.85,1815269
2022-03-21 15:00:00+00:00,164.87,166.35,164.53,166.25,1788498
2022-03-21 16:00:00+00:00,166.25,166.305,163.82,163.93,1605876
2022-03-21 17:00:00+00:00,163.94,164.09,163.17,163.895,1228915
2022-03-21 18:00:00+00:00,163.9,164.87,163.61,164.07,1259282
2022-03-21 19:00:00+00:00,164.07,165.39,163.915,165.38,2325872
2022-03-21 20:00:00+00:00,165.38,165.82,165.27,165.43,9220784
2022-03-21 21:00:00+00:00,165.43,165.52,165.32,165.42,3763
2022-03-21 22:00:00+00:00,165.42,165.43,165.2,165.2,4089
2022-03-21 23:00:00+00:00,165.21,165.29,165.0,165.04,4088
2022-03-22 08:00:00+00:00,165.0,165.93,164.95,165.74,20533
2022-03-22 09:00:00+00:00,165.74,166.19,165.7,165.7,10550
2022-03-22 10:00:00+00:00,165.72,166.0,165.4,165.77,16498
2022-03-22 11:00:00+00:00,165.74,165.88,165.4,165.48,19242
2022-03-22 12:00:00+00:00,165.51,165.64,165.14,165.59,36248
2022-03-22 13:00:00+00:00,165.59,166.78,164.91,166.14,1983288
2022-03-22 14:00:00+00:00,166.15,168.79,166.15,168.4,2400191
2022-03-22 15:00:00+00:00,168.4,169.12,168.27,168.62,1436653
2022-03-22 16:00:00+00:00,168.615,168.96,168.18,168.84,1033290
2022-03-22 17:00:00+00:00,168.85,169.42,168.5,169.31,842542
2022-03-22 18:00:00+00:00,169.31,169.365,168.33,168.62,963218
2022-03-22 19:00:00+00:00,168.6,169.25,168.5,168.83,3003075
2022-03-22 20:00:00+00:00,168.83,169.13,168.81,168.94,7173721
2022-03-22 21:00:00+00:00,168.9,168.96,168.75,168.85,6223
2022-03-22 22:00:00+00:00,168.86,168.95,168.74,168.93,4583
2022-03-22 23:00:00+00:00,168.94,168.95,168.86,168.95,3627
2022-03-23 08:00:00+00:00,168.82,168.91,168.49,168.71,13217
2022-03-23 09:00:00+00:00,168.71,168.75,168.2,168.23,10602
2022-03-23 10:00:00+00:00,168.25,168.3,167.87,167.98,11312
2022-03-23 11:00:00+00:00,167.99,168.23,167.77,167.95,41464
2022-03-23 12:00:00+00:00,167.95,168.24,167.62,167.78,27676
2022-03-23 13:00:00+00:00,167.78,169.8,167.65,169.54,2881231
2022-03-23 14:00:00+00:00,169.54,170.75,169.19,170.41,2403842
2022-03-23 15:00:00+00:00,170.41,171.86,170.34,171.77,1669079
2022-03-23 16:00:00+00:00,171.78,172.22,171.18,171.72,1641955
2022-03-23 17:00:00+00:00,171.72,172.64,171.69,172.32,2126316
2022-03-23 18:00:00+00:00,172.33,172.43,171.43,171.73,1543737
2022-03-23 19:00:00+00:00,171.72,171.96,170.09,170.22,3378838
2022-03-23 20:00:00+00:00,170.25,170.47,170.05,170.33,7343901
2022-03-23 21:00:00+00:00,170.33,170.34,170.02,170.15,5765
2022-03-23 22:00:00+00:00,170.26,170.31,170.12,170.25,4227
2022-03-23 23:00:00+00:00,170.3,170.69,170.3,170.63,9807
2022-03-24 08:00:00+00:00,170.76,171.86,170.63,171.45,40328
2022-03-24 09:00:00+00:00,171.47,171.8,171.36,171.43,15250
2022-03-24 10:00:00+00:00,171.33,171.46,170.96,171.08,15239
2022-03-24 11:00:00+00:00,170.98,171.68,170.9,171.2,37282
2022-03-24 12:00:00+00:00,171.21,171.45,170.87,171.28,32219
2022-03-24 13:00:00+00:00,171.29,172.34,170.72,170.9,2309475
2022-03-24 14:00:00+00:00,170.9,171.5,170.21,170.75,1699061
2022-03-24 15:00:00+00:00,170.75,172.27,170.6,171.88,1369078
2022-03-24 16:00:00+00:00,171.88,171.91,171.03,171.35,863325
2022-03-24 17:00:00+00:00,171.35,172.87,171.28,172.15,1649046
2022-03-24 18:00:00+00:00,172.16,172.63,171.81,172.57,1027936
2022-03-24 19:00:00+00:00,172.57,174.14,172.39,174.1,3918829
2022-03-24 20:00:00+00:00,174.09,174.2,173.92,173.98,6458884
2022-03-24 21:00:00+00:00,173.99,174.0,173.76,173.81,10500
